"path","depth_path_1","IfObstacle"
"./data/SFS-Motion/ProcessedData/scene-0081","d163.png","1"
"./data/SFS-Motion/ProcessedData/scene-0016","d076.png","1"
"./data/SFS-Motion/ProcessedData/scene-0046","d093.png","1"
"./data/SFS-Motion/ProcessedData/scene-0106","d075.png","1"
"./data/SFS-Motion/ProcessedData/scene-0122","d077.png","1"
"./data/SFS-Motion/ProcessedData/scene-0014","d235.png","0"
"./data/SFS-Motion/ProcessedData/scene-0032","d071.png","1"
"./data/SFS-Motion/ProcessedData/scene-0146","d218.png","1"
"./data/SFS-Motion/ProcessedData/scene-0141","d019.png","0"
"./data/SFS-Motion/ProcessedData/scene-0028","d130.png","1"
"./data/SFS-Motion/ProcessedData/scene-0058","d166.png","1"
"./data/SFS-Motion/ProcessedData/scene-0139","d023.png","0"
"./data/SFS-Motion/ProcessedData/scene-0148","d246.png","1"
"./data/SFS-Motion/ProcessedData/scene-0098","d147.png","1"
"./data/SFS-Motion/ProcessedData/scene-0075","d142.png","1"
"./data/SFS-Motion/ProcessedData/scene-0130","d059.png","0"
"./data/SFS-Motion/ProcessedData/scene-0135","d131.png","1"
"./data/SFS-Motion/ProcessedData/scene-0077","d216.png","1"
"./data/SFS-Motion/ProcessedData/scene-0016","d103.png","1"
"./data/SFS-Motion/ProcessedData/scene-0017","d110.png","1"
"./data/SFS-Motion/ProcessedData/scene-0115","d024.png","0"
"./data/SFS-Motion/ProcessedData/scene-0069","d159.png","1"
"./data/SFS-Motion/ProcessedData/scene-0077","d169.png","1"
"./data/SFS-Motion/ProcessedData/scene-0006","d033.png","0"
"./data/SFS-Motion/ProcessedData/scene-0006","d066.png","1"
"./data/SFS-Motion/ProcessedData/scene-0114","d099.png","1"
"./data/SFS-Motion/ProcessedData/scene-0075","d042.png","0"
"./data/SFS-Motion/ProcessedData/scene-0130","d038.png","0"
"./data/SFS-Motion/ProcessedData/scene-0019","d268.png","0"
"./data/SFS-Motion/ProcessedData/scene-0034","d108.png","1"
"./data/SFS-Motion/ProcessedData/scene-0003","d018.png","1"
"./data/SFS-Motion/ProcessedData/scene-0125","d043.png","0"
"./data/SFS-Motion/ProcessedData/scene-0016","d032.png","0"
"./data/SFS-Motion/ProcessedData/scene-0090","d112.png","1"
"./data/SFS-Motion/ProcessedData/scene-0009","d033.png","0"
"./data/SFS-Motion/ProcessedData/scene-0082","d095.png","1"
"./data/SFS-Motion/ProcessedData/scene-0134","d146.png","1"
"./data/SFS-Motion/ProcessedData/scene-0061","d099.png","1"
"./data/SFS-Motion/ProcessedData/scene-0077","d048.png","0"
"./data/SFS-Motion/ProcessedData/scene-0128","d235.png","1"
"./data/SFS-Motion/ProcessedData/scene-0089","d187.png","0"
"./data/SFS-Motion/ProcessedData/scene-0113","d026.png","0"
"./data/SFS-Motion/ProcessedData/scene-0153","d226.png","1"
"./data/SFS-Motion/ProcessedData/scene-0092","d214.png","1"
"./data/SFS-Motion/ProcessedData/scene-0098","d232.png","1"
"./data/SFS-Motion/ProcessedData/scene-0078","d167.png","1"
"./data/SFS-Motion/ProcessedData/scene-0017","d206.png","0"
"./data/SFS-Motion/ProcessedData/scene-0098","d048.png","0"
"./data/SFS-Motion/ProcessedData/scene-0130","d077.png","0"
"./data/SFS-Motion/ProcessedData/scene-0064","d240.png","0"
"./data/SFS-Motion/ProcessedData/scene-0079","d106.png","1"
"./data/SFS-Motion/ProcessedData/scene-0010","d225.png","0"
"./data/SFS-Motion/ProcessedData/scene-0084","d064.png","0"
"./data/SFS-Motion/ProcessedData/scene-0080","d202.png","0"
"./data/SFS-Motion/ProcessedData/scene-0039","d089.png","1"
"./data/SFS-Motion/ProcessedData/scene-0024","d200.png","0"
"./data/SFS-Motion/ProcessedData/scene-0067","d138.png","1"
"./data/SFS-Motion/ProcessedData/scene-0000","d112.png","1"
"./data/SFS-Motion/ProcessedData/scene-0150","d136.png","1"
"./data/SFS-Motion/ProcessedData/scene-0136","d174.png","1"
"./data/SFS-Motion/ProcessedData/scene-0107","d077.png","1"
"./data/SFS-Motion/ProcessedData/scene-0051","d237.png","0"
"./data/SFS-Motion/ProcessedData/scene-0062","d148.png","1"
"./data/SFS-Motion/ProcessedData/scene-0127","d178.png","1"
"./data/SFS-Motion/ProcessedData/scene-0060","d144.png","1"
"./data/SFS-Motion/ProcessedData/scene-0022","d171.png","0"
"./data/SFS-Motion/ProcessedData/scene-0116","d058.png","0"
"./data/SFS-Motion/ProcessedData/scene-0055","d044.png","0"
"./data/SFS-Motion/ProcessedData/scene-0097","d119.png","1"
"./data/SFS-Motion/ProcessedData/scene-0092","d142.png","1"
"./data/SFS-Motion/ProcessedData/scene-0039","d126.png","1"
"./data/SFS-Motion/ProcessedData/scene-0003","d102.png","0"
"./data/SFS-Motion/ProcessedData/scene-0096","d061.png","0"
"./data/SFS-Motion/ProcessedData/scene-0082","d248.png","0"
"./data/SFS-Motion/ProcessedData/scene-0085","d154.png","1"
"./data/SFS-Motion/ProcessedData/scene-0106","d108.png","1"
"./data/SFS-Motion/ProcessedData/scene-0109","d027.png","0"
"./data/SFS-Motion/ProcessedData/scene-0021","d048.png","0"
"./data/SFS-Motion/ProcessedData/scene-0124","d255.png","0"
"./data/SFS-Motion/ProcessedData/scene-0146","d267.png","0"
"./data/SFS-Motion/ProcessedData/scene-0023","d033.png","0"
"./data/SFS-Motion/ProcessedData/scene-0143","d059.png","0"
"./data/SFS-Motion/ProcessedData/scene-0077","d108.png","1"
"./data/SFS-Motion/ProcessedData/scene-0060","d267.png","0"
"./data/SFS-Motion/ProcessedData/scene-0137","d026.png","0"
"./data/SFS-Motion/ProcessedData/scene-0090","d095.png","1"
"./data/SFS-Motion/ProcessedData/scene-0049","d070.png","1"
"./data/SFS-Motion/ProcessedData/scene-0034","d138.png","1"
"./data/SFS-Motion/ProcessedData/scene-0142","d024.png","0"
"./data/SFS-Motion/ProcessedData/scene-0088","d096.png","1"
"./data/SFS-Motion/ProcessedData/scene-0065","d181.png","1"
"./data/SFS-Motion/ProcessedData/scene-0102","d073.png","0"
"./data/SFS-Motion/ProcessedData/scene-0050","d253.png","0"
"./data/SFS-Motion/ProcessedData/scene-0121","d243.png","0"
"./data/SFS-Motion/ProcessedData/scene-0005","d112.png","0"
"./data/SFS-Motion/ProcessedData/scene-0075","d031.png","0"
"./data/SFS-Motion/ProcessedData/scene-0098","d234.png","1"
"./data/SFS-Motion/ProcessedData/scene-0084","d099.png","1"
"./data/SFS-Motion/ProcessedData/scene-0061","d108.png","1"
"./data/SFS-Motion/ProcessedData/scene-0022","d164.png","0"
"./data/SFS-Motion/ProcessedData/scene-0037","d068.png","0"
"./data/SFS-Motion/ProcessedData/scene-0136","d156.png","1"
"./data/SFS-Motion/ProcessedData/scene-0025","d133.png","1"
"./data/SFS-Motion/ProcessedData/scene-0134","d247.png","1"
"./data/SFS-Motion/ProcessedData/scene-0081","d238.png","1"
"./data/SFS-Motion/ProcessedData/scene-0076","d103.png","1"
"./data/SFS-Motion/ProcessedData/scene-0133","d191.png","1"
"./data/SFS-Motion/ProcessedData/scene-0092","d218.png","1"
"./data/SFS-Motion/ProcessedData/scene-0141","d143.png","0"
"./data/SFS-Motion/ProcessedData/scene-0142","d241.png","1"
"./data/SFS-Motion/ProcessedData/scene-0104","d243.png","0"
"./data/SFS-Motion/ProcessedData/scene-0019","d111.png","1"
"./data/SFS-Motion/ProcessedData/scene-0093","d194.png","0"
"./data/SFS-Motion/ProcessedData/scene-0031","d102.png","1"
"./data/SFS-Motion/ProcessedData/scene-0032","d256.png","0"
"./data/SFS-Motion/ProcessedData/scene-0029","d074.png","0"
"./data/SFS-Motion/ProcessedData/scene-0121","d122.png","1"
"./data/SFS-Motion/ProcessedData/scene-0113","d248.png","0"
"./data/SFS-Motion/ProcessedData/scene-0016","d202.png","0"
"./data/SFS-Motion/ProcessedData/scene-0007","d030.png","0"
"./data/SFS-Motion/ProcessedData/scene-0018","d095.png","1"
"./data/SFS-Motion/ProcessedData/scene-0128","d265.png","1"
"./data/SFS-Motion/ProcessedData/scene-0022","d071.png","1"
"./data/SFS-Motion/ProcessedData/scene-0026","d103.png","1"
"./data/SFS-Motion/ProcessedData/scene-0128","d019.png","0"
"./data/SFS-Motion/ProcessedData/scene-0009","d028.png","0"
"./data/SFS-Motion/ProcessedData/scene-0125","d260.png","1"
"./data/SFS-Motion/ProcessedData/scene-0075","d141.png","1"
"./data/SFS-Motion/ProcessedData/scene-0068","d022.png","0"
"./data/SFS-Motion/ProcessedData/scene-0088","d191.png","0"
"./data/SFS-Motion/ProcessedData/scene-0039","d057.png","0"
"./data/SFS-Motion/ProcessedData/scene-0026","d186.png","0"
"./data/SFS-Motion/ProcessedData/scene-0076","d249.png","0"
"./data/SFS-Motion/ProcessedData/scene-0126","d130.png","1"
"./data/SFS-Motion/ProcessedData/scene-0038","d043.png","0"
"./data/SFS-Motion/ProcessedData/scene-0070","d071.png","1"
"./data/SFS-Motion/ProcessedData/scene-0122","d179.png","1"
"./data/SFS-Motion/ProcessedData/scene-0099","d201.png","1"
"./data/SFS-Motion/ProcessedData/scene-0062","d081.png","1"
"./data/SFS-Motion/ProcessedData/scene-0095","d024.png","0"
"./data/SFS-Motion/ProcessedData/scene-0062","d031.png","0"
"./data/SFS-Motion/ProcessedData/scene-0105","d267.png","0"
"./data/SFS-Motion/ProcessedData/scene-0149","d269.png","0"
"./data/SFS-Motion/ProcessedData/scene-0033","d128.png","1"
"./data/SFS-Motion/ProcessedData/scene-0027","d084.png","1"
"./data/SFS-Motion/ProcessedData/scene-0115","d069.png","1"
"./data/SFS-Motion/ProcessedData/scene-0134","d156.png","1"
"./data/SFS-Motion/ProcessedData/scene-0109","d266.png","0"
"./data/SFS-Motion/ProcessedData/scene-0134","d056.png","0"
"./data/SFS-Motion/ProcessedData/scene-0154","d172.png","1"
"./data/SFS-Motion/ProcessedData/scene-0059","d034.png","0"
"./data/SFS-Motion/ProcessedData/scene-0092","d103.png","1"
"./data/SFS-Motion/ProcessedData/scene-0043","d065.png","1"
"./data/SFS-Motion/ProcessedData/scene-0019","d147.png","0"
"./data/SFS-Motion/ProcessedData/scene-0154","d047.png","0"
"./data/SFS-Motion/ProcessedData/scene-0056","d076.png","1"
"./data/SFS-Motion/ProcessedData/scene-0127","d171.png","1"
"./data/SFS-Motion/ProcessedData/scene-0149","d079.png","0"
"./data/SFS-Motion/ProcessedData/scene-0129","d276.png","0"
"./data/SFS-Motion/ProcessedData/scene-0076","d271.png","0"
"./data/SFS-Motion/ProcessedData/scene-0028","d019.png","0"
"./data/SFS-Motion/ProcessedData/scene-0075","d269.png","0"
"./data/SFS-Motion/ProcessedData/scene-0046","d120.png","1"
"./data/SFS-Motion/ProcessedData/scene-0069","d091.png","1"
"./data/SFS-Motion/ProcessedData/scene-0043","d104.png","1"
"./data/SFS-Motion/ProcessedData/scene-0017","d046.png","1"
"./data/SFS-Motion/ProcessedData/scene-0130","d171.png","1"
"./data/SFS-Motion/ProcessedData/scene-0029","d258.png","0"
"./data/SFS-Motion/ProcessedData/scene-0069","d092.png","1"
"./data/SFS-Motion/ProcessedData/scene-0140","d176.png","1"
"./data/SFS-Motion/ProcessedData/scene-0137","d063.png","0"
"./data/SFS-Motion/ProcessedData/scene-0014","d106.png","0"
"./data/SFS-Motion/ProcessedData/scene-0103","d244.png","0"
"./data/SFS-Motion/ProcessedData/scene-0146","d050.png","0"
"./data/SFS-Motion/ProcessedData/scene-0143","d138.png","1"
"./data/SFS-Motion/ProcessedData/scene-0023","d040.png","0"
"./data/SFS-Motion/ProcessedData/scene-0019","d236.png","0"
"./data/SFS-Motion/ProcessedData/scene-0104","d206.png","0"
"./data/SFS-Motion/ProcessedData/scene-0084","d057.png","0"
"./data/SFS-Motion/ProcessedData/scene-0098","d149.png","1"
"./data/SFS-Motion/ProcessedData/scene-0046","d145.png","1"
"./data/SFS-Motion/ProcessedData/scene-0061","d126.png","1"
"./data/SFS-Motion/ProcessedData/scene-0081","d017.png","0"
"./data/SFS-Motion/ProcessedData/scene-0008","d070.png","0"
"./data/SFS-Motion/ProcessedData/scene-0016","d216.png","0"
"./data/SFS-Motion/ProcessedData/scene-0129","d154.png","1"
"./data/SFS-Motion/ProcessedData/scene-0121","d210.png","0"
"./data/SFS-Motion/ProcessedData/scene-0067","d066.png","0"
"./data/SFS-Motion/ProcessedData/scene-0018","d139.png","1"
"./data/SFS-Motion/ProcessedData/scene-0010","d144.png","0"
"./data/SFS-Motion/ProcessedData/scene-0142","d115.png","0"
"./data/SFS-Motion/ProcessedData/scene-0068","d116.png","1"
"./data/SFS-Motion/ProcessedData/scene-0068","d075.png","1"
"./data/SFS-Motion/ProcessedData/scene-0099","d046.png","0"
"./data/SFS-Motion/ProcessedData/scene-0086","d018.png","0"
"./data/SFS-Motion/ProcessedData/scene-0057","d167.png","1"
"./data/SFS-Motion/ProcessedData/scene-0059","d146.png","1"
"./data/SFS-Motion/ProcessedData/scene-0146","d271.png","0"
"./data/SFS-Motion/ProcessedData/scene-0056","d175.png","1"
"./data/SFS-Motion/ProcessedData/scene-0034","d151.png","1"
"./data/SFS-Motion/ProcessedData/scene-0131","d167.png","1"
"./data/SFS-Motion/ProcessedData/scene-0000","d025.png","0"
"./data/SFS-Motion/ProcessedData/scene-0005","d125.png","0"
"./data/SFS-Motion/ProcessedData/scene-0059","d223.png","0"
"./data/SFS-Motion/ProcessedData/scene-0131","d076.png","0"
"./data/SFS-Motion/ProcessedData/scene-0006","d123.png","0"
"./data/SFS-Motion/ProcessedData/scene-0005","d065.png","1"
"./data/SFS-Motion/ProcessedData/scene-0037","d092.png","0"
"./data/SFS-Motion/ProcessedData/scene-0127","d224.png","1"
"./data/SFS-Motion/ProcessedData/scene-0152","d198.png","1"
"./data/SFS-Motion/ProcessedData/scene-0013","d148.png","0"
"./data/SFS-Motion/ProcessedData/scene-0047","d060.png","0"
"./data/SFS-Motion/ProcessedData/scene-0048","d083.png","1"
"./data/SFS-Motion/ProcessedData/scene-0005","d059.png","1"
"./data/SFS-Motion/ProcessedData/scene-0139","d073.png","0"
"./data/SFS-Motion/ProcessedData/scene-0081","d269.png","0"
"./data/SFS-Motion/ProcessedData/scene-0003","d095.png","0"
"./data/SFS-Motion/ProcessedData/scene-0023","d204.png","0"
"./data/SFS-Motion/ProcessedData/scene-0051","d087.png","1"
"./data/SFS-Motion/ProcessedData/scene-0033","d084.png","1"
"./data/SFS-Motion/ProcessedData/scene-0066","d138.png","1"
"./data/SFS-Motion/ProcessedData/scene-0130","d035.png","0"
"./data/SFS-Motion/ProcessedData/scene-0095","d203.png","0"
"./data/SFS-Motion/ProcessedData/scene-0021","d183.png","0"
"./data/SFS-Motion/ProcessedData/scene-0015","d249.png","0"
"./data/SFS-Motion/ProcessedData/scene-0109","d018.png","0"
"./data/SFS-Motion/ProcessedData/scene-0093","d119.png","1"
"./data/SFS-Motion/ProcessedData/scene-0061","d103.png","1"
"./data/SFS-Motion/ProcessedData/scene-0015","d146.png","0"
"./data/SFS-Motion/ProcessedData/scene-0111","d135.png","1"
"./data/SFS-Motion/ProcessedData/scene-0017","d076.png","1"
"./data/SFS-Motion/ProcessedData/scene-0035","d192.png","0"
"./data/SFS-Motion/ProcessedData/scene-0018","d063.png","1"
"./data/SFS-Motion/ProcessedData/scene-0019","d077.png","1"
"./data/SFS-Motion/ProcessedData/scene-0043","d045.png","0"
"./data/SFS-Motion/ProcessedData/scene-0142","d236.png","1"
"./data/SFS-Motion/ProcessedData/scene-0066","d035.png","0"
"./data/SFS-Motion/ProcessedData/scene-0021","d228.png","0"
"./data/SFS-Motion/ProcessedData/scene-0027","d051.png","0"
"./data/SFS-Motion/ProcessedData/scene-0126","d082.png","0"
"./data/SFS-Motion/ProcessedData/scene-0037","d167.png","1"
"./data/SFS-Motion/ProcessedData/scene-0133","d194.png","1"
"./data/SFS-Motion/ProcessedData/scene-0080","d219.png","0"
"./data/SFS-Motion/ProcessedData/scene-0102","d144.png","1"
"./data/SFS-Motion/ProcessedData/scene-0089","d201.png","0"
"./data/SFS-Motion/ProcessedData/scene-0029","d269.png","0"
"./data/SFS-Motion/ProcessedData/scene-0081","d104.png","1"
"./data/SFS-Motion/ProcessedData/scene-0143","d053.png","0"
"./data/SFS-Motion/ProcessedData/scene-0042","d260.png","0"
"./data/SFS-Motion/ProcessedData/scene-0061","d021.png","0"
"./data/SFS-Motion/ProcessedData/scene-0070","d184.png","1"
"./data/SFS-Motion/ProcessedData/scene-0140","d208.png","1"
"./data/SFS-Motion/ProcessedData/scene-0136","d189.png","1"
"./data/SFS-Motion/ProcessedData/scene-0075","d184.png","1"
"./data/SFS-Motion/ProcessedData/scene-0010","d095.png","1"
"./data/SFS-Motion/ProcessedData/scene-0116","d119.png","1"
"./data/SFS-Motion/ProcessedData/scene-0050","d183.png","1"
"./data/SFS-Motion/ProcessedData/scene-0021","d149.png","1"
"./data/SFS-Motion/ProcessedData/scene-0118","d203.png","1"
"./data/SFS-Motion/ProcessedData/scene-0020","d055.png","0"
"./data/SFS-Motion/ProcessedData/scene-0068","d120.png","1"
"./data/SFS-Motion/ProcessedData/scene-0126","d185.png","1"
"./data/SFS-Motion/ProcessedData/scene-0035","d261.png","0"
"./data/SFS-Motion/ProcessedData/scene-0078","d041.png","0"
"./data/SFS-Motion/ProcessedData/scene-0051","d030.png","0"
"./data/SFS-Motion/ProcessedData/scene-0032","d191.png","0"
"./data/SFS-Motion/ProcessedData/scene-0083","d086.png","1"
"./data/SFS-Motion/ProcessedData/scene-0082","d198.png","1"
"./data/SFS-Motion/ProcessedData/scene-0048","d052.png","0"
"./data/SFS-Motion/ProcessedData/scene-0095","d026.png","0"
"./data/SFS-Motion/ProcessedData/scene-0146","d199.png","1"
"./data/SFS-Motion/ProcessedData/scene-0107","d270.png","0"
"./data/SFS-Motion/ProcessedData/scene-0022","d080.png","1"
"./data/SFS-Motion/ProcessedData/scene-0135","d217.png","0"
"./data/SFS-Motion/ProcessedData/scene-0014","d215.png","0"
"./data/SFS-Motion/ProcessedData/scene-0077","d194.png","1"
"./data/SFS-Motion/ProcessedData/scene-0070","d255.png","0"
"./data/SFS-Motion/ProcessedData/scene-0002","d107.png","0"
"./data/SFS-Motion/ProcessedData/scene-0134","d208.png","1"
"./data/SFS-Motion/ProcessedData/scene-0149","d166.png","1"
"./data/SFS-Motion/ProcessedData/scene-0115","d272.png","0"
"./data/SFS-Motion/ProcessedData/scene-0134","d250.png","1"
"./data/SFS-Motion/ProcessedData/scene-0054","d072.png","1"
"./data/SFS-Motion/ProcessedData/scene-0147","d248.png","1"
"./data/SFS-Motion/ProcessedData/scene-0094","d263.png","0"
"./data/SFS-Motion/ProcessedData/scene-0030","d096.png","0"
"./data/SFS-Motion/ProcessedData/scene-0148","d223.png","1"
"./data/SFS-Motion/ProcessedData/scene-0012","d060.png","0"
"./data/SFS-Motion/ProcessedData/scene-0066","d146.png","1"
"./data/SFS-Motion/ProcessedData/scene-0067","d197.png","1"
"./data/SFS-Motion/ProcessedData/scene-0124","d266.png","0"
"./data/SFS-Motion/ProcessedData/scene-0124","d232.png","0"
"./data/SFS-Motion/ProcessedData/scene-0017","d133.png","0"
"./data/SFS-Motion/ProcessedData/scene-0072","d229.png","0"
"./data/SFS-Motion/ProcessedData/scene-0119","d243.png","0"
"./data/SFS-Motion/ProcessedData/scene-0030","d159.png","1"
"./data/SFS-Motion/ProcessedData/scene-0039","d099.png","1"
"./data/SFS-Motion/ProcessedData/scene-0066","d153.png","1"
"./data/SFS-Motion/ProcessedData/scene-0154","d108.png","0"
"./data/SFS-Motion/ProcessedData/scene-0057","d018.png","0"
"./data/SFS-Motion/ProcessedData/scene-0007","d096.png","1"
"./data/SFS-Motion/ProcessedData/scene-0042","d269.png","0"
"./data/SFS-Motion/ProcessedData/scene-0094","d038.png","0"
"./data/SFS-Motion/ProcessedData/scene-0062","d161.png","1"
"./data/SFS-Motion/ProcessedData/scene-0046","d020.png","0"
"./data/SFS-Motion/ProcessedData/scene-0015","d108.png","1"
"./data/SFS-Motion/ProcessedData/scene-0107","d054.png","1"
"./data/SFS-Motion/ProcessedData/scene-0079","d133.png","1"
"./data/SFS-Motion/ProcessedData/scene-0054","d120.png","1"
"./data/SFS-Motion/ProcessedData/scene-0105","d027.png","0"
"./data/SFS-Motion/ProcessedData/scene-0087","d187.png","1"
"./data/SFS-Motion/ProcessedData/scene-0137","d056.png","0"
"./data/SFS-Motion/ProcessedData/scene-0103","d120.png","1"
"./data/SFS-Motion/ProcessedData/scene-0084","d187.png","1"
"./data/SFS-Motion/ProcessedData/scene-0014","d074.png","1"
"./data/SFS-Motion/ProcessedData/scene-0114","d057.png","0"
"./data/SFS-Motion/ProcessedData/scene-0023","d086.png","1"
"./data/SFS-Motion/ProcessedData/scene-0100","d243.png","0"
"./data/SFS-Motion/ProcessedData/scene-0125","d213.png","1"
"./data/SFS-Motion/ProcessedData/scene-0127","d235.png","1"
"./data/SFS-Motion/ProcessedData/scene-0072","d064.png","1"
"./data/SFS-Motion/ProcessedData/scene-0133","d140.png","1"
"./data/SFS-Motion/ProcessedData/scene-0067","d267.png","0"
"./data/SFS-Motion/ProcessedData/scene-0082","d022.png","0"
"./data/SFS-Motion/ProcessedData/scene-0148","d257.png","1"
"./data/SFS-Motion/ProcessedData/scene-0012","d170.png","0"
"./data/SFS-Motion/ProcessedData/scene-0003","d056.png","1"
"./data/SFS-Motion/ProcessedData/scene-0151","d024.png","0"
"./data/SFS-Motion/ProcessedData/scene-0024","d139.png","1"
"./data/SFS-Motion/ProcessedData/scene-0005","d092.png","1"
